User_ID,Frequencia,Valor_Total,Ticket_Medio,Categoria_Favorita,Recencia,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Cluster
1003045,86,1187377,13806.71,1,24181,M,46-50,1,B,2,1,4
1003046,37,298924,8079.03,5,2075,M,0-17,4,C,0,0,3
1003047,44,623200,14163.64,1,24175,F,26-35,4,A,3,0,4
1003048,42,495760,11803.81,1,2074,M,18-25,2,C,3,1,4
1003049,45,412681,9170.69,5,2073,F,51-55,0,C,0,1,4
1003050,42,509450,12129.76,1,2072,M,36-45,12,B,1,0,4
1003051,237,2189909,9240.12,1,2071,M,18-25,17,B,0,0,1
1003052,46,460526,10011.43,1,2070,M,36-45,12,B,0,1,4
1003053,87,699981,8045.76,8,24137,F,26-35,3,B,2,1,2
1003054,299,2426442,8115.19,5,2069,M,18-25,4,B,1,1,1
1003055,157,1504225,9581.05,1,24105,F,26-35,3,C,1,1,4
1003056,143,1705205,11924.51,1,24096,M,26-35,18,C,1,1,2
1003057,87,669028,7689.98,5,24087,F,26-35,12,B,1,0,2
1003058,84,735613,8757.3,5,2068,M,18-25,12,C,0,0,4
1003059,25,232092,9283.68,1,2067,M,36-45,0,C,0,1,4
1003060,20,254055,12702.75,1,24073,F,36-45,1,C,3,1,4
1003061,21,271678,12937.05,1,24072,M,46-50,2,C,0,1,4
1003062,35,323760,9250.29,5,2066,M,18-25,4,C,2,0,4
1003063,36,389573,10821.47,1,2065,M,18-25,4,C,3,0,4
1003064,31,369064,11905.29,1,2064,M,36-45,17,C,4+,1,4
1003065,159,1377210,8661.7,5,2063,F,18-25,4,A,2,0,4
1003066,56,580381,10363.95,5,2062,M,18-25,4,A,2,0,4
1003067,486,4453785,9164.17,8,24011,F,26-35,0,A,1,0,1
1003068,10,61972,6197.2,8,2061,F,36-45,9,C,2,1,3
1003069,116,1011667,8721.27,1,24007,M,18-25,4,C,3,1,2
1003070,26,222028,8539.54,5,24005,F,18-25,4,C,4+,0,2
1003071,19,135732,7143.79,5,2060,M,26-35,1,A,2,0,3
1003072,121,828844,6849.95,5,2059,M,51-55,1,B,4+,1,3
1003073,29,419029,14449.28,1,23994,M,26-35,0,B,2,0,4
1003074,72,745203,10350.04,5,23988,M,26-35,0,C,4+,1,2
1003075,157,1352720,8616.05,5,2058,F,26-35,11,C,2,1,4
1003077,43,507595,11804.53,1,2057,M,18-25,4,B,2,0,4
1003078,17,171801,10105.94,8,2056,F,36-45,1,C,1,0,4
1003079,51,500510,9813.92,8,23976,F,26-35,1,A,2,1,2
1003080,312,2964017,9500.05,5,2055,M,26-35,20,A,4+,1,1
1003081,197,2194072,11137.42,1,2054,M,26-35,7,B,1,1,1
1003082,208,1634169,7856.58,5,23930,F,36-45,6,B,1,0,4
1003083,64,575326,8989.47,8,2053,F,51-55,0,C,0,0,4
1003084,43,399145,9282.44,8,2052,M,26-35,16,B,1,1,4
1003085,58,860205,14831.12,1,2051,M,26-35,4,C,1,0,4
1003086,68,685080,10074.71,8,23905,M,18-25,12,A,1,1,2
1003087,173,1727045,9982.92,5,23895,F,0-17,1,B,0,0,4
1003088,23,207225,9009.78,8,2050,F,26-35,4,C,4+,0,4
1003089,34,421230,12389.12,1,2049,M,46-50,16,C,4+,1,4
1003090,41,386781,9433.68,5,23888,M,26-35,2,C,4+,0,2
1003091,37,394282,10656.27,5,23885,F,26-35,0,C,1,1,4
1003092,30,346184,11539.47,1,2048,M,36-45,15,C,2,0,4
1003093,98,789240,8053.47,5,2047,F,46-50,20,C,2,1,3
1003094,21,213313,10157.76,5,23875,M,36-45,0,A,1,0,2
1003095,93,800781,8610.55,5,2046,F,26-35,3,B,1,1,4
1003096,116,1217113,10492.35,1,2045,F,46-50,3,C,1,1,4
1003097,40,316679,7916.98,8,2044,F,26-35,5,B,4+,0,3
1003098,56,508696,9083.86,5,2043,M,26-35,4,A,1,1,4
1003099,86,818076,9512.51,1,2042,M,26-35,17,C,3,1,4
1003100,30,269110,8970.33,8,23847,F,26-35,6,B,3,0,2
1003101,147,1843157,12538.48,1,23838,M,18-25,15,C,0,0,2
1003102,21,215370,10255.71,8,101558,M,26-35,12,C,3,1,2
1003103,23,220698,9595.57,5,23837,M,26-35,20,C,4+,1,2
1003104,23,215529,9370.83,8,2041,M,18-25,17,C,3,0,4
1003105,71,905000,12746.48,1,2040,M,36-45,12,C,4+,1,4
1003106,47,460496,9797.79,8,2039,M,26-35,0,C,4+,0,4
1003108,287,2951675,10284.58,8,2038,M,51-55,6,B,1,1,1
1003109,34,301560,8869.41,5,23806,F,26-35,11,B,4+,0,2
1003110,177,1891635,10687.2,1,2037,M,26-35,0,B,3,1,4
1003111,72,516074,7167.69,5,2036,M,18-25,4,C,4+,0,3
1003112,114,928171,8141.85,5,2035,M,18-25,12,A,3,0,3
1003113,26,208138,8005.31,5,2034,M,26-35,10,B,2,0,3
1003114,52,323539,6221.9,5,2033,M,18-25,5,C,2,1,3
1003115,27,267559,9909.59,1,2032,M,36-45,17,C,4+,1,4
1003116,48,526714,10973.21,1,2031,M,26-35,12,C,4+,0,4
1003117,20,197300,9865.0,8,2030,M,36-45,0,C,4+,1,4
1003118,306,2921034,9545.86,1,23733,M,26-35,0,B,1,0,1
1003119,63,688976,10936.13,1,2029,M,46-50,1,C,4+,1,4
1003120,21,203258,9678.95,5,23727,M,18-25,4,B,3,1,2
1003121,159,1566032,9849.26,1,2028,M,26-35,2,B,3,0,4
1003122,13,121617,9355.15,8,2027,F,26-35,7,C,3,1,4
1003123,96,1065108,11094.88,1,23700,M,26-35,2,B,3,0,2
1003124,17,123002,7235.41,1,2026,M,26-35,12,C,0,0,3
1003125,191,1872542,9803.88,5,2025,M,26-35,7,A,1,0,1
1003126,49,511537,10439.53,1,2024,M,26-35,2,B,0,1,4
1003127,22,175750,7988.64,8,2023,F,26-35,0,B,2,1,3
1003128,180,1563946,8688.59,5,2022,M,18-25,2,B,3,0,4
1003129,261,2055412,7875.14,5,23648,M,26-35,7,B,2,0,1
1003130,41,366462,8938.1,5,23643,M,26-35,7,C,1,0,2
1003131,43,373855,8694.3,8,2021,F,26-35,2,C,1,1,3
1003132,15,156716,10447.73,1,2020,M,36-45,7,C,3,0,4
1003133,11,89069,8097.18,1,23641,M,18-25,4,C,1,0,2
1003134,59,650593,11027.0,1,2019,M,18-25,4,A,1,1,4
1003135,65,589676,9071.94,8,62685,M,26-35,15,A,4+,0,2
1003136,21,218554,10407.33,1,2018,F,26-35,4,C,1,1,4
1003138,114,1017352,8924.14,1,23627,M,36-45,17,C,2,1,2
1003140,202,2006997,9935.63,1,2017,F,26-35,4,C,1,0,1
1003141,31,403886,13028.58,1,2016,M,26-35,14,C,3,1,4
1003142,58,631627,10890.12,8,2015,M,26-35,20,B,0,0,4
1003143,127,939195,7395.24,5,2014,F,51-55,16,C,1,1,3
1003144,18,208174,11565.22,1,23602,F,26-35,7,C,1,0,2
1003145,74,752844,10173.57,5,23596,M,18-25,4,A,2,0,2
1003146,35,298727,8535.06,5,2013,M,26-35,0,C,2,0,3
1003147,131,1228339,9376.63,1,2012,M,26-35,14,C,0,0,4
1003148,64,635645,9931.95,5,23580,M,18-25,20,C,3,0,2
1003149,20,236195,11809.75,1,23578,M,18-25,4,C,1,0,2
1003150,40,304982,7624.55,5,23575,F,26-35,3,C,4+,1,2
1003151,87,1011073,11621.53,1,2011,F,26-35,0,C,1,0,4
1003152,21,144903,6900.14,8,2010,M,18-25,4,A,3,0,3
1003153,26,170643,6563.19,5,2009,F,26-35,4,B,2,0,3
1003154,114,1135298,9958.75,1,23553,F,26-35,4,A,0,0,2
1003155,49,540734,11035.39,1,62605,M,26-35,7,A,1,0,2
1003156,34,353287,10390.79,1,2008,M,36-45,7,C,3,0,4
1003157,96,975558,10162.06,1,2007,M,26-35,12,C,2,0,4
1003158,176,1836030,10431.99,1,2006,M,26-35,15,B,1,0,4
1003159,147,1377722,9372.26,5,2005,F,26-35,15,B,1,0,4
1003160,18,218358,12131.0,1,62566,M,26-35,17,C,3,0,2
1003161,40,378451,9461.28,5,2004,M,26-35,7,A,2,0,4
1003164,13,92526,7117.38,5,23519,M,18-25,12,B,2,0,2
1003165,18,219936,12218.67,1,2003,M,36-45,7,A,0,1,4
1003166,20,213178,10658.9,8,23517,M,18-25,4,B,1,0,2
1003167,134,1502533,11212.93,5,2002,M,26-35,2,C,3,0,4
1003168,19,188131,9901.63,16,23507,F,36-45,5,C,4+,1,2
1003169,70,972082,13886.89,1,23503,M,51-55,0,C,2,0,4
1003170,43,407966,9487.58,5,2001,M,26-35,0,C,4+,0,4
1003171,72,765097,10626.35,8,2000,F,51-55,3,B,1,1,4
1003172,55,541339,9842.53,1,23493,M,18-25,12,A,0,0,2
1003173,52,659549,12683.63,1,1999,M,26-35,12,C,1,1,4
1003174,54,496755,9199.17,5,1998,F,18-25,14,C,3,1,4
1003175,51,476466,9342.47,8,1997,M,36-45,16,A,1,0,4
1003176,13,123947,9534.38,1,1996,M,26-35,17,C,4+,1,4
1003177,34,344979,10146.44,8,23476,F,26-35,6,C,3,0,2
1003178,126,1080525,8575.6,1,23468,F,36-45,5,A,4+,0,2
1003180,281,1852542,6592.68,5,1995,M,26-35,14,B,1,0,1
1003181,13,156789,12060.69,6,1994,M,26-35,12,C,4+,0,4
1003182,338,2629286,7778.95,5,23423,M,26-35,12,A,2,1,1
1003183,65,654324,10066.52,1,1993,M,51-55,7,C,4+,1,4
1003184,55,476319,8660.35,5,23414,F,26-35,18,C,2,1,2
1003185,46,447146,9720.57,5,1992,M,18-25,7,C,2,1,4
1003186,17,220908,12994.59,10,1991,M,51-55,1,A,3,0,4
1003187,13,140581,10813.92,2,1990,M,36-45,12,C,3,0,4
1003188,16,142131,8883.19,5,1989,M,55+,13,A,4+,1,4
1003189,269,2418735,8991.58,1,1988,M,26-35,16,A,1,0,1
1003190,23,255532,11110.09,1,23393,M,0-17,17,C,2,0,2
1003191,240,2369256,9871.9,1,1987,M,26-35,12,B,4+,0,1
1003192,93,1104688,11878.37,5,1986,M,18-25,4,C,1,1,4
1003193,99,985855,9958.13,1,1985,M,26-35,0,C,4+,1,4
1003194,20,205650,10282.5,1,1984,M,26-35,15,C,2,0,4
1003195,108,1118425,10355.79,1,23348,M,18-25,4,B,4+,0,2
1003196,154,1093009,7097.46,5,23342,F,18-25,4,C,4+,0,2
1003197,83,789618,9513.47,5,1983,F,18-25,14,A,4+,0,4
1003198,51,421524,8265.18,11,1982,M,26-35,12,A,1,0,3
1003199,65,669693,10302.97,1,1981,M,18-25,0,B,2,0,4
1003200,89,804333,9037.45,8,23322,F,26-35,1,B,4+,0,2
1003201,243,2473225,10177.88,5,1980,M,46-50,7,B,0,1,1
1003202,67,607054,9060.51,1,1979,F,18-25,4,A,1,0,4
1003203,81,816837,10084.41,5,1978,M,36-45,0,C,1,0,4
1003204,30,270064,9002.13,5,1977,M,46-50,16,B,3,1,4
1003205,177,1646699,9303.38,1,1976,F,36-45,16,B,1,0,4
1003206,62,515379,8312.56,5,23276,M,18-25,20,C,2,0,2
1003207,64,662219,10347.17,5,1975,M,36-45,7,A,0,0,4
1003208,232,2040560,8795.52,1,1974,M,26-35,14,B,4+,0,1
1003209,137,1081010,7890.58,1,1973,M,26-35,0,C,3,0,4
1003211,47,421755,8973.51,8,1972,M,51-55,16,B,4+,0,4
1003212,16,104838,6552.38,1,1971,F,26-35,17,A,1,0,3
1003213,75,662115,8828.2,5,1970,F,26-35,1,C,3,0,4
1003214,18,183513,10195.17,8,62268,F,55+,7,A,2,0,2
1003215,18,149101,8283.39,5,100937,F,51-55,13,B,2,1,2
1003216,166,1287087,7753.54,5,23220,M,36-45,1,B,1,0,4
1003217,202,1883154,9322.54,8,1969,F,36-45,0,A,0,0,1
1003218,35,251704,7191.54,8,1968,M,55+,6,C,4+,1,3
1003219,78,707186,9066.49,5,1967,F,18-25,4,C,1,0,4
1003220,31,306349,9882.23,8,23192,M,36-45,7,B,0,1,2
1003221,23,320183,13921.0,1,23189,M,26-35,0,C,0,0,4
1003222,13,167501,12884.69,1,1966,M,36-45,7,C,4+,1,4
1003223,32,325347,10167.09,5,23184,M,26-35,20,A,1,1,2
1003224,622,5673106,9120.75,5,23146,F,26-35,14,A,3,1,1
1003225,15,136919,9127.93,5,62186,M,18-25,0,C,1,0,2
1003226,70,762076,10886.8,5,23137,M,36-45,4,A,1,1,2
1003227,212,1802590,8502.78,5,23122,F,26-35,14,A,2,0,4
1003229,104,883699,8497.11,8,23117,F,55+,1,B,3,0,2
1003230,84,1014219,12074.04,1,1965,M,36-45,16,A,0,0,4
1003231,86,868503,10098.87,8,1964,M,26-35,7,A,1,1,4
1003232,41,239416,5839.41,5,1963,M,36-45,12,C,4+,0,3
1003233,84,744021,8857.39,5,1962,M,51-55,2,A,4+,0,4
1003234,9,90628,10069.78,8,23095,F,0-17,0,B,1,0,2
1003235,21,219359,10445.67,5,23094,M,18-25,4,C,4+,0,2
1003237,49,469698,9585.67,5,1961,M,36-45,7,C,2,1,4
1003238,18,212021,11778.94,8,1960,M,36-45,7,C,1,1,4
1003239,46,379861,8257.85,8,1959,F,26-35,12,C,3,0,3
1003240,84,636173,7573.49,5,1958,M,18-25,4,B,1,0,3
1003241,28,210829,7529.61,8,1957,F,51-55,0,C,0,1,3
1003242,112,1442920,12883.21,1,1956,M,51-55,13,C,4+,1,4
1003243,131,1447341,11048.4,1,1955,M,26-35,12,B,1,1,4
1003244,14,131906,9421.86,5,1954,F,18-25,4,C,2,0,4
1003245,45,314108,6980.18,5,23057,M,18-25,2,C,0,1,2
1003246,122,1000943,8204.45,8,1953,F,36-45,1,B,1,1,3
1003247,15,186821,12454.73,1,1952,M,36-45,15,B,4+,0,4
1003248,57,484806,8505.37,8,1951,F,26-35,7,B,3,0,3
1003249,29,249174,8592.21,8,1950,F,26-35,4,C,2,0,3
1003250,76,644091,8474.88,5,23038,M,26-35,4,B,2,1,2
1003251,32,307003,9593.84,5,1949,M,36-45,17,C,3,0,4
1003252,17,124869,7345.24,1,23035,M,51-55,0,C,2,1,2
1003253,93,728766,7836.19,5,1948,F,36-45,4,B,3,0,3
1003254,15,87832,5855.47,5,1947,F,36-45,6,C,1,1,3
1003255,22,162828,7401.27,5,1946,F,26-35,15,C,1,1,3
1003256,33,372723,11294.64,1,1945,M,26-35,15,C,1,1,4
1003257,47,580216,12345.02,1,62054,M,26-35,14,C,1,0,2
1003258,27,245518,9093.26,5,62052,M,46-50,6,C,1,1,2
1003259,220,2335217,10614.62,1,1944,F,18-25,4,A,2,0,1
1003260,120,1247773,10398.11,1,22996,M,26-35,4,C,2,1,2
1003261,291,2348756,8071.33,5,1943,M,46-50,20,B,1,1,1
1003262,55,383975,6981.36,5,1942,M,26-35,14,B,2,1,3
1003263,66,875489,13264.98,1,22963,M,51-55,11,A,4+,0,4
1003264,13,75623,5817.15,5,1941,F,26-35,1,C,0,1,3
1003265,286,2371026,8290.3,1,1940,M,26-35,15,A,1,0,1
1003266,97,1001757,10327.39,8,1939,F,26-35,4,A,0,0,4
1003267,61,511056,8377.97,5,1938,M,26-35,4,A,2,0,3
1003268,39,388030,9949.49,5,1937,M,26-35,12,C,1,0,4
1003269,53,561323,10591.0,5,22931,F,18-25,20,C,4+,0,2
1003270,69,707569,10254.62,8,1936,M,18-25,11,C,3,1,4
1003272,458,4357735,9514.71,5,22900,M,36-45,0,B,1,0,1
1003273,12,126284,10523.67,8,1935,M,36-45,7,B,1,0,4
1003274,107,1094325,10227.34,1,1934,M,26-35,20,C,4+,0,4
1003275,8,55960,6995.0,5,1933,M,36-45,7,B,2,0,3
1003276,17,108580,6387.06,8,1932,M,26-35,20,B,2,1,3
1003277,85,886139,10425.16,8,1931,M,26-35,17,A,4+,0,4
1003278,28,189883,6781.54,5,1930,M,36-45,7,A,1,1,3
1003279,57,509218,8933.65,1,1929,M,46-50,15,C,4+,1,4
1003280,371,2554106,6884.38,5,1928,M,26-35,7,B,1,0,1
1003281,93,1208992,12999.91,1,22835,M,26-35,17,C,3,0,4
1003282,17,165871,9757.12,8,61873,M,46-50,3,A,4+,1,2
1003283,144,1392059,9667.08,1,1927,M,36-45,16,C,0,1,4
1003284,21,210566,10026.95,5,1926,M,26-35,6,A,1,1,4
1003285,360,3218405,8940.01,5,1925,M,26-35,4,B,3,0,1
1003286,17,119485,7028.53,5,22797,F,36-45,7,B,4+,1,2
1003287,13,88121,6778.54,8,1924,M,55+,13,C,1,1,3
1003288,12,117239,9769.92,8,1923,M,26-35,14,A,4+,0,4
1003289,48,493773,10286.94,8,1922,M,46-50,6,C,1,1,4
1003290,100,700003,7000.03,8,22782,M,26-35,14,A,1,0,2
1003291,8,55372,6921.5,8,1921,F,26-35,7,B,4+,0,3
1003292,502,4799461,9560.68,8,1920,F,51-55,6,B,3,0,1
1003293,26,215694,8295.92,1,1919,M,46-50,14,B,2,1,3
1003294,55,706204,12840.07,1,1918,M,18-25,4,B,3,0,4
1003295,45,486310,10806.89,1,1917,M,18-25,18,B,1,0,4
1003296,48,496888,10351.83,5,1916,M,18-25,14,A,1,1,4
1003297,73,645015,8835.82,8,1915,M,18-25,4,A,3,0,4
1003298,14,125185,8941.79,5,1914,M,0-17,10,C,3,0,4
1003299,166,1673695,10082.5,8,22716,F,26-35,4,B,2,0,4
1003300,216,2201595,10192.57,5,22704,M,36-45,5,B,1,0,1
1003301,188,1639750,8722.07,8,22691,F,26-35,2,B,3,0,4
1003302,37,365501,9878.41,1,22688,M,26-35,17,C,4+,0,2
1003303,13,143104,11008.0,5,178305,M,55+,17,B,3,1,2
1003304,102,940395,9219.56,8,1913,F,46-50,5,B,1,1,4
1003305,60,684751,11412.52,8,1912,M,55+,20,C,0,0,4
1003306,31,409370,13205.48,1,1911,M,46-50,14,C,1,1,4
1003307,15,97766,6517.73,1,1910,M,51-55,6,C,1,1,3
1003308,411,3374716,8210.99,5,1909,F,18-25,20,B,3,1,1
1003309,157,1449420,9231.97,5,1908,M,26-35,17,C,2,1,4
1003310,39,385971,9896.69,8,22642,M,46-50,14,C,0,1,2
1003311,537,3955182,7365.33,5,22594,M,26-35,4,A,4+,0,1
1003312,379,2838896,7490.49,5,22566,F,18-25,4,A,3,0,1
1003313,269,2772227,10305.68,1,22554,M,36-45,20,A,2,0,1
1003314,179,1981086,11067.52,1,1907,M,26-35,7,C,2,0,1
1003315,105,1177447,11213.78,5,1906,M,26-35,12,B,1,1,4
1003316,23,298755,12989.35,1,100231,M,0-17,19,C,2,0,2
1003317,67,815974,12178.72,1,1905,M,26-35,4,A,4+,1,4
1003318,42,474009,11285.93,8,22527,M,55+,13,C,4+,1,2
1003319,68,500554,7361.09,8,1904,F,55+,13,B,1,1,3
1003320,310,2487599,8024.51,5,22496,M,26-35,1,B,1,1,1
1003321,38,375291,9876.08,8,22495,M,36-45,1,A,1,0,2
1003322,26,331721,12758.5,1,1903,F,18-25,4,B,2,0,4
1003323,76,595933,7841.22,5,22487,M,36-45,14,C,2,1,2
1003324,12,169624,14135.33,1,22485,M,36-45,17,C,1,0,4
1003325,17,108553,6385.47,8,22484,F,36-45,14,C,2,1,3
1003326,28,260056,9287.71,5,1902,M,46-50,7,C,3,1,4
1003327,189,1878384,9938.54,1,1901,M,18-25,12,B,4+,0,1
1003328,168,1298753,7730.67,5,1900,M,55+,19,C,2,1,4
1003329,75,654714,8729.52,8,22451,M,51-55,18,B,1,1,2
1003330,11,87863,7987.55,8,1899,F,36-45,1,C,2,1,3
1003331,78,791277,10144.58,1,1898,F,26-35,7,B,3,0,4
1003332,55,422155,7675.55,8,1897,M,26-35,7,B,2,1,3
1003333,107,1023186,9562.49,5,1896,M,18-25,16,C,1,0,4
1003334,47,465851,9911.72,8,22427,M,36-45,0,C,3,0,2
1003335,15,120653,8043.53,5,1895,M,26-35,0,A,4+,0,3
1003336,367,2646596,7211.43,1,1894,M,36-45,17,B,2,1,1
1003337,37,385617,10422.08,1,22396,M,26-35,4,A,1,0,4
1003338,20,156029,7801.45,5,1893,M,46-50,16,C,3,1,3
1003339,48,430076,8959.92,5,22390,M,26-35,17,C,0,0,2
1003340,73,815121,11166.04,1,1892,M,46-50,16,C,1,1,4
1003341,82,894439,10907.79,1,22378,M,26-35,20,B,4+,0,2
1003342,38,335517,8829.39,5,22375,F,26-35,5,C,1,0,2
1003343,31,323368,10431.23,5,1891,F,18-25,4,B,1,0,4
1003344,34,396916,11674.0,8,22371,M,36-45,0,C,2,0,2
1003345,89,794512,8927.1,1,22363,M,26-35,7,C,4+,0,2
1003346,116,1119190,9648.19,8,1890,M,36-45,7,B,3,1,4
1003347,29,325301,11217.28,8,1889,F,36-45,7,C,0,1,4
1003348,28,268103,9575.11,1,1888,M,46-50,16,C,4+,1,4
1003349,82,918745,11204.21,1,1887,F,18-25,4,B,1,0,4
1003351,15,152017,10134.47,8,1886,F,18-25,5,C,0,1,4
1003352,58,349885,6032.5,11,61407,M,36-45,0,C,1,0,2
1003353,132,1668339,12638.93,1,1885,M,36-45,17,A,3,0,4
1003354,16,171278,10704.88,1,1884,M,26-35,7,C,2,1,4
1003355,20,199461,9973.05,8,1883,M,26-35,1,C,0,0,4
1003356,152,1689451,11114.81,1,1882,M,36-45,7,C,2,1,4
1003357,37,401312,10846.27,5,1881,M,26-35,18,C,2,1,4
1003358,136,1424637,10475.27,1,1880,F,26-35,1,B,3,0,4
1003359,52,469568,9030.15,1,1879,M,26-35,20,C,1,0,4
1003360,27,188949,6998.11,5,1878,F,26-35,0,A,3,0,3
1003361,104,1282355,12330.34,1,1877,M,26-35,4,B,0,0,4
1003362,47,329130,7002.77,5,22291,F,26-35,0,C,2,1,2
1003363,147,1132556,7704.46,5,1876,F,36-45,9,B,2,1,4
1003364,62,513872,8288.26,8,22275,M,55+,13,C,4+,0,2
1003365,192,1849940,9635.1,5,1875,M,51-55,17,C,3,1,1
1003366,18,215881,11993.39,1,1874,M,36-45,14,C,1,1,4
1003367,209,2014418,9638.36,8,1873,M,51-55,16,A,1,1,1
1003368,49,533461,10886.96,1,22239,M,26-35,14,C,1,1,4
1003370,107,928206,8674.82,1,1872,M,18-25,4,C,1,0,4
1003371,274,2277249,8311.13,8,22222,M,26-35,2,A,3,0,1
1003372,11,108499,9863.55,8,22221,M,55+,13,B,1,1,2
1003373,17,184746,10867.41,1,1871,M,18-25,16,C,4+,0,4
1003374,47,424258,9026.77,5,61275,M,36-45,5,C,3,0,2
1003375,14,128162,9154.43,1,1870,M,26-35,4,C,4+,1,4
1003376,13,109808,8446.77,5,22218,M,36-45,16,C,1,0,2
1003377,93,1296144,13937.03,1,1869,M,26-35,17,C,1,0,4
1003378,126,1115897,8856.33,5,1868,M,18-25,4,A,1,0,4
1003379,18,140672,7815.11,8,22203,M,36-45,1,A,1,0,2
1003380,257,2400123,9339.0,5,1867,M,51-55,0,B,2,1,1
1003381,19,128910,6784.74,8,1866,M,26-35,0,C,1,1,3
1003382,30,222199,7406.63,5,1865,F,0-17,10,A,2,0,3
1003383,24,208521,8688.38,8,1864,M,55+,16,C,4+,1,3
1003384,76,720796,9484.16,5,1863,M,36-45,7,C,1,0,4
1003385,21,203493,9690.14,1,1862,F,26-35,9,C,1,0,4
1003386,77,624541,8110.92,5,1861,M,18-25,4,B,3,0,3
1003387,79,698690,8844.18,1,1860,M,18-25,1,B,3,1,4
1003388,9,89764,9973.78,3,22173,F,26-35,1,A,4+,0,2
1003389,322,2580967,8015.43,1,1859,M,18-25,0,A,0,0,1
1003390,112,998188,8912.39,8,22134,F,46-50,20,C,1,1,2
1003391,698,6477160,9279.6,5,1858,M,18-25,4,A,0,0,1
1003392,17,141807,8341.59,8,22081,M,51-55,6,C,1,1,2
1003393,141,1316084,9333.93,1,22068,M,36-45,12,C,3,1,4
1003394,204,2232062,10941.48,8,22046,M,36-45,7,B,4+,0,1
1003395,34,325160,9563.53,5,1857,M,26-35,7,A,1,0,4
1003396,17,195736,11513.88,1,22043,M,26-35,12,B,4+,0,2
1003397,16,179982,11248.88,1,1856,M,26-35,5,B,0,0,4
1003398,28,246163,8791.54,8,22038,M,18-25,20,C,4+,1,2
1003399,71,785143,11058.35,1,1855,M,26-35,4,C,1,0,4
1003400,117,1658319,14173.67,1,1854,M,26-35,14,C,4+,1,4
1003401,467,3466814,7423.58,1,1853,M,36-45,7,B,1,0,1
1003402,171,1568562,9172.88,5,21978,M,36-45,20,B,4+,0,4
1003403,118,1446089,12254.99,1,21972,M,36-45,5,C,1,0,4
1003404,19,253052,13318.53,1,1852,M,26-35,8,A,1,0,4
1003405,17,191216,11248.0,5,1851,M,36-45,14,B,4+,0,4
1003406,24,236003,9833.46,8,1850,F,26-35,7,C,4+,0,4
1003407,12,126156,10513.0,1,1849,F,46-50,5,C,1,0,4
1003408,60,618809,10313.48,1,21961,M,26-35,17,C,1,0,2
1003409,25,306878,12275.12,1,1848,M,26-35,4,C,4+,1,4
1003410,407,3155812,7753.84,8,21927,M,36-45,1,B,3,1,1
1003411,188,1434879,7632.34,1,21918,M,18-25,4,A,4+,0,4
1003412,152,1656361,10897.11,1,1847,M,26-35,18,C,1,0,4
1003413,64,584082,9126.28,5,1846,F,26-35,17,B,2,0,4
1003414,173,2456448,14199.12,1,1845,M,26-35,17,C,1,1,1
1003415,89,893012,10033.84,5,1844,M,36-45,7,C,0,0,4
1003416,283,2997071,10590.36,1,1843,M,26-35,12,B,4+,1,1
1003417,53,454078,8567.51,5,1842,F,18-25,2,C,2,1,3
1003418,111,976242,8794.97,5,1841,F,18-25,3,C,4+,0,4
1003419,63,728690,11566.51,1,1840,M,46-50,1,B,1,1,4
1003420,116,1185799,10222.41,5,1839,F,26-35,7,A,3,0,4
1003421,17,153390,9022.94,8,1838,M,46-50,7,B,3,1,4
1003422,210,1409118,6710.09,5,1837,M,26-35,5,B,2,0,1
1003423,171,1718863,10051.83,5,1836,M,26-35,7,C,2,0,4
1003424,42,445049,10596.4,8,21814,M,26-35,6,C,1,1,4
1003425,268,2499472,9326.39,5,21795,M,18-25,20,A,1,0,1
1003426,70,862316,12318.8,1,1835,M,26-35,20,B,1,0,4
1003427,27,322790,11955.19,1,1834,M,26-35,14,C,2,0,4
1003428,96,850463,8858.99,8,1833,M,46-50,1,C,4+,1,4
1003429,21,172377,8208.43,8,1832,F,26-35,7,B,1,1,3
1003430,223,1808834,8111.36,8,1831,F,46-50,1,B,1,1,1
1003431,32,330822,10338.19,1,1830,F,46-50,6,B,1,1,4
1003432,72,668484,9284.5,1,1829,M,26-35,12,C,4+,0,4
1003433,49,356023,7265.78,1,1828,M,18-25,12,A,1,0,3
1003434,105,1091037,10390.83,1,1827,M,18-25,4,B,1,0,4
1003435,74,701133,9474.77,1,1826,M,46-50,1,B,3,0,4
1003436,110,1123655,10215.05,1,1825,M,36-45,0,C,1,0,4
1003437,28,243379,8692.11,5,1824,F,26-35,0,C,2,1,3
1003438,50,430149,8602.98,5,21725,F,26-35,0,C,0,1,2
1003439,57,675637,11853.28,1,1823,M,18-25,17,C,3,0,4
1003440,12,186272,15522.67,1,60738,M,55+,17,C,3,0,4
1003441,184,1484873,8069.96,1,1822,F,26-35,14,A,2,0,4
1003442,113,1104226,9771.91,1,1821,M,18-25,12,B,3,0,4
1003443,17,202807,11929.82,1,1820,F,36-45,17,C,1,0,4
1003444,72,541794,7524.92,5,1819,M,51-55,14,C,1,1,3
1003445,78,789968,10127.79,8,1818,F,36-45,20,C,1,0,4
1003446,20,171376,8568.8,5,1817,M,26-35,7,C,1,0,3
1003447,45,537649,11947.76,1,21678,M,26-35,12,B,0,0,4
1003448,14,155336,11095.43,1,21677,F,18-25,3,A,4+,0,2
1003449,41,491928,11998.24,1,21672,M,26-35,14,B,3,0,4
